sein,1,-,"anzutreffen sein; (sich) aufhalten; (sich) befinden; (irgendwo) sein; (irgendwo) stecken; (Zeit) verbringen; weilen (oft scherzh.) (veraltet); zu finden sein"
sein,1,-,"abgedruckt sein; (irgendwo) sein (variabel); (irgendwo) stehen; zu finden sein; zieren (geh., scherzhaft-ironisch)"
sein,1,-,"erfahren (Trend); (einen Boom/Aufschwung/Abwärtstrend...) erleben; haben; (im Konkurrenzfeld in einer Position) sein (fig.); sich befinden"
sein,1,-,"(das) Existieren; (das) Sein"
sein,1,-,"(jemandem) gehören; (sich) in (jemandes) Besitz befinden; in jemandes Besitz sein; zu jemandes Besitzungen zählen (geh.); meins (deins, seins, ihrs ...) sein (ugs.); (jemandem) sein (ugs., salopp)"
sein,1,-,"(sich) befinden; (irgendwo) liegen; (irgendwo) sein; (irgendwo) sitzen; (irgendwo) stecken; (irgendwo) stehen; (irgendwo) zu finden sein; (irgendwo) thronen (geh., fig.)"
sein,1,-,"(Dienst) ableisten; absolvieren; (etwas) hinter sich bringen; (längere Zeit irgendwo) sein (in einem Unternehmen, einer Institution...); (Dienstzeit) abreißen (ugs., Jargon, negativ)"
sein,1,-,"(sich) beruhigt haben (Situation, Leute ...); einkehren (Ruhe); eintreten (Ruhe); herrschen (Ruhe); sein (Ruhe)"
sein,1,-,"...erweise (kommentierend); es ist ..., zu sehen, dass (kommentierend); ... (Adjektiv) sein (kommentierend)"
sein,1,-,"durchlaufen; durchmachen (Prozess, Phase, Wandel); (mitten in ...) sein; (mitten in ...) stecken; vollziehen"
spiele,1,-,"Ausscheid (regional); Ausscheidung; Ausscheidungskampf; Ausscheidungswettkampf; Championat; Championship; Contest; Cup; Meisterschaft; (...) Spiele; Turnier; Wettbewerb; Wettkampf"
wirken,1,-,"(sich) darstellen (als); den Eindruck machen (als ob); (jemanden) dünken (altertümlich); (jemandem) erscheinen (als / wie); (sich) präsentieren (als); (jemandem) vorkommen (als ob); wirken (wie); anmuten (wie) (geh.); (sich) anfühlen wie (ugs., Anglizismus)"
wirken,1,-,"Aktivität; Betätigung; Tätigkeit; (das) Wirken"
wirken,1,-,"amtieren (als); arbeiten (als); ausüben (Funktion); bekleiden (Amt); (etwas / jemanden) geben (fig.); innehaben (Position, Funktion, Amt); tätig sein (als); versehen (Dienst); wirken (als)"
wirken,1,-,"eine (...) Wirkung haben; gut (sein) bei; gut (sein) gegen; helfen bei; helfen gegen; (...) wirken; (wahre) Wunder wirken"
wirken,1,-,"äußerlich; nach außen hin; (bei etwas) ... wirken"
wirken,1,-,"(künstlerische) Arbeit; (das) Schaffen; (das) Wirken"
wirken,1,-,"(bei jemandem in bestimmter Weise) ankommen; (in bestimmter Weise) aufgenommen werden; (auf jemanden in bestimmter Weise) wirken; (in bestimmter Weise) rüberkommen (ugs.)"
wirken,1,-,"ansprechen (auf); einsteigen (auf); reagieren (auf); wirken (bei); ziehen (bei); verfangen (bei) (geh.); anspringen (auf) (ugs., fig.); etwas bringen (bei) (ugs., salopp)"
wirken,1,-,"formen; schleifen; wirken (Teig)"
wirken,1,-,"(gut / schlecht / gesund / gut erholt ...) aussehen; (einen kerngesunden / stabilen / fahrigen / ... ) Eindruck machen; (entspannt / ausgeruht / nervös / ,,,) wirken; (fesch / zünftig / ...) ausschauen (ugs., süddt.)"
bissle,1,-,"(ein) bisschen; (eine) geringe Menge; (ein) Gran; (eine) Idee; (ein) klein wenig; (eine) kleine Menge; (ein) kleines bisschen; (eine) Prise (auch figurativ); (ein) Quäntchen; (eine) Spur; ein wenig (geh.); (ein) Hauch von (lit.) (geh.); a Muggeseggele (ugs., schwäbisch); (ein) bissel (ugs.); (ein) bisserl (ugs., süddt.); (a) bissle (ugs., schwäbisch); (ein) büschen (ugs., norddeutsch); ein bisschen was (an / von) (ugs., regional); etwas (ugs.); etwas an (ugs.); (ein) Fitzel(chen) (ugs.); (ein) Funken (ugs.); (ein) klein bisschen (ugs.); (eine) Kleinigkeit (ugs.); (ein) Mü (ugs.); (ein) My (ugs.); 'n bissken (ugs., ruhrdt.); (ein) paar Brocken (von einer Fremdsprache) (ugs.); (ein) Tacken (ugs.); (ein) Tick (ugs.); wat (ugs., ruhrdt., salopp); Abstufung (Oberbegriff); Ausmaß (Oberbegriff); Grad (Oberbegriff); Maß (Oberbegriff); Umfang (Oberbegriff)"
hoch,1,-,"Höchststand"
hoch,1,-,"droben; oben; obig; über"
hoch,1,-,"Antizyklone; Hochdruckgebiet"
hoch,1,-,"aufwärts; empor; herauf; himmelwärts; himmelwärts gerichtet; hinauf; in die Höhe; nach oben; rauf (ugs., norddeutsch)"
hoch,1,-,"auf...; aufwärts...; empor...; hinauf...; hoch...; nach oben; nauf... (regional); rauf... (ugs.)"
hoch,1,-,"hochgesteckt (Hauptform); anspruchsvoll; beeindruckend; erhaben; hehr (Ziel o.ä.); hochfliegend; vornehmst"
hoch,1,-,"(für jemanden) ein Triumphzug (fig.); (auf) Erfolgskurs; (einen) guten Lauf haben; (ein) Hoch; hoch im Kurs stehen(d) (wörtlich); (im) Höhenflug (fig.); (einen) Lauf haben; von Rekord zu Rekord eilen (fig.); von Sieg zu Sieg eilen (fig.)"
hoch,1,-,"absolut; ausgesprochen; äußerst; extrem; hoch... (in Zusammensetzungen); höchst; hyper...; mega...; radikal; sakrisch (altbairisch, salopp); sehr; total; über die Maßen; überaus; unglaublich; brutal (ugs., süddt.); derbe (ugs.); ganz (ugs.); ganz ganz (ugs., Kindersprache); super... (ugs.); supermäßig (ugs.); voll (ugs., jugendsprachlich); was das Zeug hält (ugs.); wirklich (ugs.); Abstufung (Oberbegriff); Ausmaß (Oberbegriff); Grad (Oberbegriff); Maß (Oberbegriff); Umfang (Oberbegriff)"
hoch,1,-,"(a) hoch (n); (die) n-te Potenz von (a); (a) potenziert mit (n); (a) zur n-ten Potenz; Kalkulation (Oberbegriff); Rechenoperation (Oberbegriff); arithmetische Operation (fachspr.) (Oberbegriff)"
hoch,1,-,"sehr (Gradadverb vor Adjektiven) (Hauptform); außergewöhnlich; außerordentlich; äußerst; beängstigend (auch figurativ); besonders; bitter... (vor bestimmten Adjektiven); brennend; extrem; fürchterlich; ganz; hoffnungslos; mächtig; rettungslos; schrecklich; sündhaft; tief; ungeheuer; verflixt; verteufelt; zutiefst; hoch... (fachspr.); furchtbar (ugs.); verdammt (ugs.); voll (ugs., jugendsprachlich); wie hulle (ugs., norddeutsch)"
sacken,1,-,"(stark) sinken (Kurse, Preise) (Hauptform); abstürzen (fig.); (stark) einbrechen (fig., variabel); fallen (Wirtschaft); in den Keller gehen (ugs., fig.); in den Keller rauschen (ugs., fig.); nach unten gehen (ugs.); (ab)sacken (auf / unter / um ... %) (ugs.); absacken (Oberbegriff); sinken (Oberbegriff); untergehen (Oberbegriff); versinken (Oberbegriff)"
stimme,1,-,"Stimme (Musik, Hauptform); Part; Stimmlage"
stimme,1,-,"(abgegebene) Stimme; Votum; Wählerstimme; Wahlstimme"
stimme,1,-,"(menschliche) Stimme (Hauptform); Singstimme; Sprechstimme; Stimmorgan (scherzhaft)"
stören,1,-,"behindern; (jemandem) in die Parade fahren (fig.); (jemandem) in die Quere kommen; (jemandes) Kreise stören (geh.); (jemandem) ins Gehege kommen (ugs.)"
stören,1,-,"behindern; hemmen; hindern"
stören,1,-,"(jemanden) behindern; im Weg sein; im Weg(e) stehen; sperrig herumstehen (geh.)"
stören,1,-,"(jemanden) stören (Hauptform); ablenken; behelligen; belästigen; in Anspruch nehmen; irritieren; (jemandem) Umstände machen; Unbequemlichkeiten bereiten; unterbrechen; (jemanden) derangieren (geh., veraltet); inkommodieren (geh., lat.); molestieren (geh., lat., veraltend); (jemandem) Ungelegenheiten bereiten (geh., veraltend); nerven (ugs.); agieren (Oberbegriff); benehmen (Oberbegriff); handeln (Oberbegriff); reagieren (Oberbegriff); verhalten (Oberbegriff)"
stören,1,-,"(jemandem) ein Dorn im Auge sein; (jemandem) gegen den Strich gehen; (jemandem) nicht gefallen; nicht nach jemandes Geschmack sein; (jemandem) nicht recht sein; (jemandem) sauer aufstoßen; (jemanden) stören; (jemandem) missfallen (geh.); (jemandes) Missfallen erregen (geh.); etwas haben gegen (ugs.); (jemandem) nicht passen (ugs.); (jemandem) nicht schmecken (ugs., fig.); (jemandem) quer durch den Hals gehen (ugs., fig., selten)"
stören,1,-,"(jemandem) ungelegen kommen; (jemandem) Ungelegenheiten machen; zu einem (denkbar) schlechten Zeitpunkt kommen (floskelhaft); zur Unzeit kommen; (jemanden) auf dem falschen Fuß erwischen (ugs., fig.); nicht (gerade) im günstigsten Moment kommen (ugs., Understatement); (jemandem) nicht in den Kram passen (ugs.); nicht passen (ugs.); (gerade) schlecht sein (ugs.); (gerade) stören (ugs.); (gerade) (etwas) ungünstig sein (ugs.)"
stören,1,-,"(jemandem etwas) ausmachen; (jemanden) stören; (jemandem) Ungelegenheiten bereiten (geh.); (nicht) okay sein (für) (ugs.)"
stören,1,-,"(sich) ablenken lassen (durch); (sich) irritieren lassen (durch); (sich) stören (an) (ugs.)"
stören,1,-,"(den) reibungslosen Ablauf behindern; Sand im Getriebe (sein); Sand ins Getriebe streuen; (Abläufe) stören; (ein) Störfaktor sein"
spitze,1,-,"Gipfel; Glanzleistung; Glanzlicht; Glanzpunkt; großer Augenblick; großer Moment; Highlight; Höhe; Höhepunkt; Krönung; Spitzenleistung; Sternstunde"
spitze,1,-,"Führung; Vorhut"
spitze,1,-,"Hochpunkt; höchster Stand; Höchststand; Höchststufe; Höchstwert; Maximalwert; Maximum; Spitzenwert; Peak (fachspr., engl.)"
spitze,1,-,"Ecke; Kante; keilförmiges Stück; Vorsprung; Zacke; Zinke"
spitze,1,-,"Kegelspitze; Scheitelpunkt"
spitze,1,-,"Gipfel; Zinne"
spitze,1,-,"optimal (Hauptform); (das) Beste vom Besten; bestens; bestmöglich; ideal; keine Wünsche offenlassend; perfekt; (absolut) spitze; Spitzen...; Traum...; vollendet; vollkommen; wie kein zweiter; das Gelbe vom Ei (ugs., fig., sprichwörtlich); der Weisheit letzter Schluss (ugs.); wie gemalt (ugs.)"
spitze,1,-,"einmalig; erstklassig; herausragend; hervorragend; hochkarätig; Premium...; Spitzen...; überragend"
spitze,1,-,"Blüte (fig.); Blütezeit (fig.); Gipfel; Gipfelpunkt; Höhepunkt; Maximum (lat.); Optimum; Scheitelpunkt; Zenit (arabisch); Klimax (fachspr., griechisch, lat.); Kulminationspunkt (fachspr.); Kulmination (geh., franz., lat.)"
spitze,1,-,"Führung; Führungscrew; Führungsmannschaft; Führungsriege; Führungsteam; Leitung"
spitze,1,-,"bissige Anspielung; böses Wort; (eine) Boshaftigkeit; (kleine) Gemeinheit; Gestichel; ironische Bemerkung (variabel); Seitenhieb (fig.); spitze Bemerkung; Stichelei; Malice (geh., franz., veraltend); Medisance (geh., bildungssprachlich, franz.); giftige Bemerkung (ugs.); Aussage (Oberbegriff); Äußerung (Oberbegriff); Behauptung (Oberbegriff); Erklärung (Oberbegriff); Statement (engl.) (Oberbegriff); Stellungnahme (Oberbegriff); Testimonium (lat.) (Oberbegriff); Zeugnis (Oberbegriff); Einlassung (fachspr., Jargon, juristisch) (Oberbegriff)"
spitze,1,-,"Borte; Guipure; Häkelspitze; Klöppelspitze; Nadelspitze; Occhi; Reticella-Spitze; Strickspitze; Tüllspitze; Weißstickerei; Zierband"
spitze,1,-,"durchbrochener Stoff; Gewebe (Oberbegriff); Stoff (Oberbegriff); Textilie (Oberbegriff); Tuch (Oberbegriff)"
spitze,1,-,"super! (Hauptform); toll! (Hauptform); großartig!; Spitze!; astrein! (ugs., veraltend); geil! (ugs., jugendsprachlich); knorke! (ugs., berlinerisch, veraltet); tofte! (ugs., veraltend); yeah! (ugs., Jargon, engl.)"
spitze,1,-,"fantastisch; großartig; phantastisch; toll; fulminant (geh.); phänomenal (geh.); 1A (ugs.); abgefahren (ugs.); allererste Sahne (ugs.); astrein (ugs.); bombastisch (ugs.); Bombe (ugs., jugendsprachlich, salopp); bombig (ugs.); cool (ugs., engl.); der Hit (ugs.); doll (ugs.); dufte (ugs.); eine Wucht (ugs., veraltet); endgeil (ugs., jugendsprachlich); erste Sahne (ugs.); geil (ugs.); genial (ugs.); Hammer (ugs., jugendsprachlich, salopp); hasenrein (ugs.); irre (ugs.); klasse (ugs.); knorke (ugs., berlinerisch, veraltet); krass (ugs.); leinwand (ugs., österr.); leiwand (ugs., österr.); mega-cool (ugs., jugendsprachlich); nicht schlecht (ugs.); phatt (ugs., Jargon); prima (ugs.); Sahne (ugs.); sauber (ugs.); spitze (ugs.); stark (ugs.); super (ugs.); supi (ugs.); tipptopp (ugs.); tofte (ugs.); töfte (ugs., ruhrdt.); tuff (ugs., engl., jugendsprachlich); ultrakrass (ugs.); zum Reinlegen (ugs.)"
spitze,1,-,"Bestleistung; Hochform; Ideal; Maximum; Nonplusultra; Spitzenleistung; Optimum (fachspr.); Highlight (ugs.); Spitze (ugs.)"
spitze,1,-,"großartig (Hauptform); atemberaubend; atemraubend; ausgezeichnet; brillant; einzigartig; erstklassig; exzellent; fabelhaft; fantastisch; fulminant; ganz große Klasse; genial; glänzend; grandios; herausragend; hervorragend; himmlisch; hinreißend; phänomenal; phantastisch; sagenhaft; sensationell; (ein) Traum; traumhaft; überwältigend; umwerfend; unglaublich; unübertrefflich; wunderbar; wundervoll; zum Sterben schön; begnadet (geh.); berückend (geh.); himmelsgleich (geh.); magnifik (geh., veraltet); (eine) Offenbarung (geh.); superb (geh.); süperb (geh.); überragend (geh.); zum Niederknien (geh.); absolut irre (ugs.); absolut super (ugs.); absoluter Wahnsinn (ugs.); affengeil (ugs.); bäumig (ugs., schweiz., veraltet); bestens (ugs.); du kriegst die Motten! (Ausruf) (ugs.); (aller)erste Sahne (ugs.); (das) fetzt (ugs.); ganz großes Kino (ugs., fig.); geil (ugs., jugendsprachlich); (der) Hammer! (ugs., jugendsprachlich); hammergeil (ugs., jugendsprachlich); klasse (ugs.); megacool (ugs., jugendsprachlich); megageil (ugs., jugendsprachlich); nicht zu fassen (ugs.); nicht zu toppen (ugs.); rattenscharf (ugs.); (das) rockt (ugs.); saugeil (ugs., jugendsprachlich); Spitze (ugs.); super (ugs.); super-duper (ugs., Jargon, engl.); toll (ugs.); top (ugs.); urst (ostdeutsch-jugendsprachlich) (ugs.); vom Feinsten (ugs.); (die) Wucht in Tüten (ugs., Redensart, veraltend); wumbaba (ugs., Neologismus, ironisch)"
laden,1,-,"Bude; Kleinbetrieb; Laden (leicht abwertend); Budike (ugs., berlinerisch); Klitsche (ugs., abwertend); Saftladen (ugs., abwertend); Unternehmen (Hauptform) (Oberbegriff); Betrieb (Oberbegriff); Fa. (Abkürzung) (Oberbegriff); Firma (ugs.) (Oberbegriff); Laden (ugs., abwertend) (Oberbegriff)"
laden,1,-,"Geschäft (Hauptform); Laden (...laden) (ugs., Hauptform); Handel (für ..., ...handel); Handlung (...handlung); ...haus; Kauf(manns)laden (veraltend); Ladengeschäft; ...markt; Shop (...shop) (engl.); Store (engl.); Detailgeschäft (fachspr., schweiz.); Einzelhandelsgeschäft (fachspr.); Handelshaus (historisch) (Oberbegriff); Handelsunternehmen (Oberbegriff); Kaufmann (fachspr., juristisch) (Oberbegriff)"
laden,1,-,"herbeibeordern; (jemanden) herbeikommandieren; herbeizitieren; herzitieren; (jemanden) laden; vorladen; (irgendwohin) zitieren; zu sich beordern; (jemanden) zu sich bestellen; (jemanden) zu sich kommen lassen; (jemanden) zu sich rufen; zum Rapport bestellen; einbestellen (fachspr.); (jemanden zu sich) zitieren (geh.); (jemanden) zu sich bescheiden (geh., veraltet); antanzen lassen (ugs.); antraben lassen (ugs.); (jemanden) antreten lassen (ugs., fig.); (jemanden) herbestellen (ugs.)"
laden,1,-,"(Akku etc.) laden; nachladen; wieder aufladen; wieder laden"
nennen,1,-,"bezeichnen als (Hauptform); deklarieren (zu / als); (jemanden als / mit etwas) titulieren; (jemanden als etwas) apostrophieren (geh.); (jemanden etwas) heißen (geh., veraltet)"
nennen,1,-,"anführen (Beispiele, Gründe ...); (einzeln) angeben; aufführen (= nennen); auflisten; aufsagen; aufzählen; einzeln nennen; herunterbeten; (alle) nennen; Punkt für Punkt nennen; vorbringen; vortragen (z.B. vor Gericht)"
nennen,1,-,"ins Feld führen (Argument) (fig., Hauptform, militärisch); anführen; (sich) berufen auf; geltend machen; verweisen auf; vorbringen; zitieren"
nennen,1,-,"(den/die) Namen nennen (von); namentlich (be)nennen; (be)nennen; (den/die) Namen sagen (ugs.)"
weg,1,-,"weg (= fortgelaufen, weggefahren) (ugs., Hauptform); abgängig (Amtsdeutsch); abgehauen; absent (veraltet); abwesend; auf der Flucht; auf und davon; ausgeflogen (fig.); ausgerissen; durchgebrannt; entflohen; entkommen; flüchtig; fort; geflohen; geflüchtet; hat sich abgesetzt; hat sich der Strafverfolgung entzogen; nicht da; weggelaufen; entfleucht (geh., altertümelnd, scherzhaft); (und) ward nicht mehr gesehen (pseudo-literarisch) (geh., Spruch, scherzhaft); ausgebüxt (ugs.); getürmt (ugs., Jargon); nicht mehr da (ugs.); stiften gegangen (ugs., regional); über alle Berge (ugs., fig.)"
weg,1,-,"davon...; fort...; weg...; ent... (geh.); von dannen (geh., altertümelnd); ab... (ugs.)"
weg,1,-,"(restlos) ausverkauft; geräumt (Lager); nicht (mehr) am Lager (Jargon, kaufmännisch); nicht (mehr) erhältlich; nicht (länger) im Angebot; nicht (mehr) lieferbar; nicht (mehr) vorrätig; vergriffen (Buch); abverkauft (fachspr., Jargon, kaufmännisch); nicht (mehr) am Markt (fachspr., Jargon, kaufmännisch); nicht (mehr) zu bekommen (ugs.); nicht (mehr) zu haben (ugs.); nicht (mehr) zu kriegen (ugs.); (alles) weg (an) (ugs.)"
weg,1,-,"(plötzlich) nicht mehr da; sang- und klanglos untergegangen; spurlos verschwunden; (auf einmal) weg; (fort) wie weggeblasen"
